movieId,title
3285,The Beach
3298,Boiler Room
3408,Erin Brockovich
3409,Final Destination
3476,Jacob's Ladder
3578,Gladiator
3623,Mission: Impossible II
3751,Chicken Run
3752,"Me, Myself & Irene"
3753,The Patriot
3798,What Lies Beneath
3908,Urban Legends: Final Cut
3909,Woman on Top
3977,Charlie's Angels
4014,Chocolat
4084,Beverly Hills Cop II
4238,Along Came a Spider
4848,Mulholland Drive
4896,Harry Potter and the Philosopher's Stone
5679,The Ring
7,Sabrina
157,Canadian Bacon
296,Pulp Fiction
541,Blade Runner
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
908,North by Northwest
1193,One Flew Over the Cuckoo's Nest
1198,Raiders of the Lost Ark
1201,"The Good, the Bad and the Ugly"
1204,Lawrence of Arabia
1225,Amadeus
1230,Annie Hall
1254,The Treasure of the Sierra Madre
1263,The Deer Hunter
1302,Field of Dreams
1945,On the Waterfront
2163,Attack of the Killer Tomatoes!
2707,Arlington Road
2877,Tommy
3079,Mansfield Park
3156,Bicentennial Man
3198,Papillon
3255,A League of Their Own
11,The American President
2565,The King and I
2628,Star Wars: Episode I - The Phantom Menace
293,Leon: The Professional
318,The Shawshank Redemption
2571,The Matrix
2858,American Beauty
3535,American Psycho
3948,Meet the Parents
4022,Cast Away
4306,Shrek
4993,The Lord of the Rings: The Fellowship of the Ring
5618,Spirited Away
5810,8 Mile
5816,Harry Potter and the Chamber of Secrets
6377,Finding Nemo
6934,The Matrix Revolutions
7153,The Lord of the Rings: The Return of the King
8368,Harry Potter and the Prisoner of Azkaban
8533,The Notebook
8961,The Incredibles
30793,Charlie and the Chocolate Factory
35836,The 40 Year Old Virgin
39183,Brokeback Mountain
40815,Harry Potter and the Goblet of Fire
41566,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
50872,Ratatouille
51255,Hot Fuzz
54001,Harry Potter and the Order of the Phoenix
54272,The Simpsons Movie
55247,Into the Wild
60074,Hancock
63082,Slumdog Millionaire
68954,Up
72378,2012
79132,Inception
80463,The Social Network
88125,Harry Potter and the Deathly Hallows: Part 2
88129,Drive
88744,Rise of the Planet of the Apes
89745,The Avengers
91529,The Dark Knight Rises
106489,The Hobbit: The Desolation of Smaug
106920,Her
116797,The Imitation Game
122904,Deadpool
134853,Inside Out
1,Toy Story
44,Mortal Kombat
47,Se7en
170,Hackers
208,Waterworld
420,Beverly Hills Cop III
553,Tombstone
585,The Brady Bunch Movie
647,Courage Under Fire
653,DragonHeart
784,The Cable Guy
832,Ransom
852,Tin Cup
912,Casablanca
968,Night of the Living Dead
1037,The Lawnmower Man
1211,Wings of Desire
1228,Raging Bull
1265,Groundhog Day
1266,Unforgiven
1287,Ben-Hur
1292,Being There
1304,Butch Cassidy and the Sundance Kid
1339,Dracula
1343,Cape Fear
1404,Night Falls on Manhattan
1405,Beavis and Butt-Head Do America
1499,Anaconda
1591,Spawn
1626,Fire Down Below
1653,Gattaca
1792,U.S. Marshals
1837,The Odd Couple II
1876,Deep Impact
1882,Godzilla
1965,Repo Man
2019,Seven Samurai
2022,The Last Temptation of Christ
2110,Dead Men Don't Wear Plaid
2193,Willow
2240,My Bodyguard
2300,The Producers
2313,The Elephant Man
2334,The Siege
2416,Back to School
2469,Peggy Sue Got Married
2474,The Color of Money
2596,SLC Punk
2600,eXistenZ
2670,"Run Silent, Run Deep"
2919,The Year of Living Dangerously
2985,RoboCop
3016,Creepshow
3036,Quest for Fire
3082,The World Is Not Enough
3091,Kagemusha
3107,Backdraft
3146,Deuce Bigalow: Male Gigolo
3147,The Green Mile
3175,Galaxy Quest
3197,The Presidio
3354,Mission to Mars
3359,Breaking Away
3527,Predator
3634,Seven Days in May
3660,Puppet Master
3671,Blazing Saddles
3679,The Decline of Western Civilization
3785,Scary Movie
3841,Air America
3868,The Naked Gun: From the Files of Police Squad!
3986,The 6th Day
4085,Beverly Hills Cop
4291,Nine to Five
4361,Tootsie
4366,Atlantis: The Lost Empire
4367,Lara Croft: Tomb Raider
4443,Outland
4466,Above the Law
4541,The Serpent and the Rainbow
4563,Young Einstein
4571,Bill & Ted's Excellent Adventure
4638,Jurassic Park III
4643,Planet of the Apes
4654,Road House
4681,The War of the Roses
4787,Little Man Tate
4901,Spy Game
4954,Ocean's Eleven
4956,The Stunt Man
4963,Ocean's Eleven
4971,Moscow on the Hudson
4979,The Royal Tenenbaums
4980,Bill & Ted's Bogus Journey
5002,Fritz the Cat
5008,Witness for the Prosecution
5026,Brotherhood of the Wolf
5033,The Russia House
5036,California Suite
5054,Brainstorm
5064,The Count of Monte Cristo
5120,Sleuth
5125,Used Cars
150,Apollo 13
342,Muriel's Wedding
497,Much Ado About Nothing
594,Snow White and the Seven Dwarfs
1059,Romeo + Juliet
1079,A Fish Called Wanda
1183,The English Patient
1188,Strictly Ballroom
1207,To Kill a Mockingbird
1262,The Great Escape
1291,Indiana Jones and the Last Crusade
1391,Mars Attacks!
1527,The Fifth Element
1676,Starship Troopers
1682,The Truman Show
2245,Working Girl
2321,Pleasantville
2324,Life Is Beautiful
2395,Rushmore
2640,Superman
3538,East Is East
3717,Gone in Sixty Seconds
3793,X-Men
3967,Billy Elliot
3969,Pay It Forward
3996,"Crouching Tiger, Hidden Dragon"
4027,"O Brother, Where Art Thou?"
4103,Empire of the Sun
4246,Bridget Jones's Diary
4308,Moulin Rouge!
4370,A.I. Artificial Intelligence
4881,The Man Who Wasn't There
4886,"Monsters, Inc."
4973,Amélie
5013,Gosford Park
5016,The Shipping News
5151,40 Days and 40 Nights
5299,My Big Fat Greek Wedding
5349,Spider-Man
5378,Star Wars: Episode II - Attack of the Clones
5380,The Importance of Being Earnest
5445,Minority Report
5459,Men in Black II
5502,Signs
5669,Bowling for Columbine
5872,Die Another Day
5902,Adaptation.
5952,The Lord of the Rings: The Two Towers
5989,Catch Me If You Can
5991,Chicago
6157,Daredevil
6333,X2
6365,The Matrix Reloaded
6539,Pirates of the Caribbean: The Curse of the Black Pearl
6568,Camp
153,Batman Forever
165,Die Hard: With a Vengeance
344,Ace Ventura: Pet Detective
349,Clear and Present Danger
380,True Lies
457,The Fugitive
588,Aladdin
590,Dances with Wolves
592,Batman
593,The Silence of the Lambs
595,Beauty and the Beast
34,Babe
231,Dumb and Dumber
356,Forrest Gump
364,The Lion King
520,Robin Hood: Men in Tights
736,Twister
1073,Willy Wonka & the Chocolate Factory
1089,Reservoir Dogs
1127,The Abyss
1276,Cool Hand Luke
1370,Die Hard 2
1573,Face/Off
1721,Titanic
1923,There's Something About Mary
2028,Saving Private Ryan
2054,"Honey, I Shrunk the Kids"
3440,Teenage Mutant Ninja Turtles III
3513,Rules of Engagement
3555,U-571
4036,Shadow of the Vampire
4052,Antitrust
4995,A Beautiful Mind
5418,The Bourne Identity
6058,Final Destination 2
6624,Agent Cody Banks
6870,Mystic River
6942,Love Actually
7347,Secret Window
7361,Eternal Sunshine of the Spotless Mind
7439,The Punisher
8665,The Bourne Supremacy
27700,Evil
33437,Unleashed
33679,Mr. & Mrs. Smith
36513,Dirty Deeds
37653,Zozo
37727,Flightplan
37741,Capote
40148,Revolver
40339,Chicken Little
42013,The Ringer
43679,Final Destination 3
44199,Inside Man
44555,The Lives of Others
45442,Poseidon
45672,Click
45728,Clerks II
46723,Babel
46948,Monster House
47394,Bon Cop Bad Cop
47518,Accepted
47610,The Illusionist
47629,The Queen
47642,How to Eat Fried Worms
48043,The Fountain
48304,Apocalypto
48326,All the King's Men
48394,Pan's Labyrinth
48516,The Departed
48593,Man of the Year
48738,The Last King of Scotland
48774,Children of Men
48780,The Prestige
48997,Perfume: The Story of a Murderer
49130,A Good Year
49272,Casino Royale
49280,Bobby
49530,Blood Diamond
49910,Freedom Writers
50068,Letters from Iwo Jima
50442,Alpha Dog
50601,Bridge to Terabithia
50794,Smokin' Aces
51077,Ghost Rider
51086,The Number 23
51091,Black Snake Moan
51412,Next
51418,Breaking and Entering
51540,Zodiac
51575,Wild Hogs
51931,Reign Over Me
51935,Shooter
52245,Blades of Glory
52321,Seraphim Falls
52328,Sunshine
52448,Goya's Ghosts
52458,Disturbia
52604,Fracture
52644,Vacancy
52694,Mr. Bean's Holiday
52712,The Invisible
52952,This Is England
52973,Knocked Up
52975,Hairspray
53125,Pirates of the Caribbean: At World's End
53129,Mr. Brooks
53207,88 Minutes
53318,Cashback
53322,Ocean's Thirteen
53519,Death Proof
53550,Rescue Dawn
53921,A Mighty Heart
53953,1408
53972,Live Free or Die Hard
53996,Transformers
54259,Stardust
54286,The Bourne Ultimatum
54736,The Kingdom
54775,War
54780,The Nanny Diaries
54787,Death Sentence
54997,3:10 to Yuma
54999,Shoot 'Em Up
55052,Atonement
55080,The Brave One
55094,In the Valley of Elah
55116,The Hunting Party
55118,Eastern Promises
55232,Resident Evil: Extinction
55276,Michael Clayton
55286,Things We Lost in the Fire
55290,Gone Baby Gone
55363,The Assassination of Jesse James by the Coward Robert Ford
55729,King of California
55765,American Gangster
55814,The Diving Bell and the Butterfly
55820,No Country for Old Men
55830,Be Kind Rewind
55946,Lions for Lambs
55995,Beowulf
56145,The Mist
56156,Hitman
56171,The Golden Compass
56174,I Am Legend
56339,The Orphanage
56367,Juno
56587,The Bucket List
56607,The Kite Runner
56633,Butterfly on a Wheel
56757,Sweeney Todd: The Demon Barber of Fleet Street
56775,National Treasure: Book of Secrets
56782,There Will Be Blood
56941,P.S. I Love You
57353,Flawless
57368,Cloverfield
57528,Rambo
57669,In Bruges
58025,Jumper
58078,The Air I Breathe
58103,Vantage Point
58162,"Run, Fatboy, Run"
58295,The Bank Job
58303,The Counterfeiters
58306,Mongol: The Rise of Genghis Khan
58806,Smart People
58839,Leatherheads
58975,The Ruins
59016,Street Kings
59103,The Forbidden Kingdom
59107,The Life Before Her Eyes
59141,Son of Rambow
59256,Deception
59362,Anamorph
59369,Taken
59387,The Fall
59501,The Chronicles of Narnia: Prince Caspian
59900,You Don't Mess with the Zohan
60069,WALL·E
60072,Wanted
60126,Get Smart
60397,Mamma Mia!
60753,Felon
61132,Tropic Thunder
61248,Death Race
61323,Burn After Reading
61352,Traitor
61697,Righteous Kill
62081,Eagle Eye
62644,The Wave
63853,Australia
64957,The Curious Case of Benjamin Button
16,Casino
17,Sense and Sensibility
29,The City of Lost Children
36,Dead Man Walking
50,The Usual Suspects
73,Les Miserables
82,Antonia's Line
97,La Haine
123,Chungking Express
125,Flirting with Disaster
155,Beyond Rangoon
160,Congo
162,Crumb
175,Kids
176,Living in Oblivion
194,Smoke
198,Strange Days
232,Eat Drink Man Woman
235,Ed Wood
246,Hoop Dreams
247,Heavenly Creatures
273,Mary Shelley's Frankenstein
290,Once Were Warriors
301,Picture Bride
307,Three Colors: Blue
309,"Red Firecracker, Green Firecracker"
322,Swimming with Sharks
334,Vanya on 42nd Street
337,What's Eating Gilbert Grape
348,Bullets Over Broadway
363,"The Wonderful, Horrible Life of Leni Riefenstahl"
373,Red Rock West
441,Dazed and Confused
446,Farewell My Concubine
475,In the Name of the Father
492,Manhattan Murder Mystery
501,Naked
523,Ruby in Paradise
529,Searching for Bobby Fischer
535,Short Cuts
549,Thirty Two Short Films About Glenn Gould
555,True Romance
568,Bhaji on the Beach
581,The Celluloid Closet
589,Terminator 2: Judgment Day
608,Fargo
728,Cold Comfort Farm
735,Cemetery Man
759,Maya Lin: A Strong Clear Vision
778,Trainspotting
800,Lone Star
866,Bound
899,Singin' in the Rain
903,Vertigo
904,Rear Window
916,Roman Holiday
926,All About Eve
940,The Adventures of Robin Hood
953,It's a Wonderful Life
969,The African Queen
994,Big Night
1023,Winnie the Pooh and the Blustery Day
1036,Die Hard
1041,Secrets & Lies
1060,Swingers
1080,Life of Brian
1086,Dial M for Murder
1111,Microcosmos
1120,The People vs. Larry Flynt
1132,Manon of the Spring
1136,Monty Python and the Holy Grail
1147,When We Were Kings
1148,The Wrong Trousers
1172,Cinema Paradiso
1177,Enchanted April
1184,Mediterraneo
1185,My Left Foot: The Story of Christy Brown
1192,Paris is Burning
1196,The Empire Strikes Back
1199,Brazil
1206,A Clockwork Orange
1208,Apocalypse Now
1213,GoodFellas
1214,Alien
1216,The Big Blue
1217,Ran
1219,Psycho
1224,Henry V
1234,The Sting
1240,The Terminator
1242,Glory
1245,Miller's Crossing
1264,Diva
1273,Down by Law
1277,Cyrano de Bergerac
1279,Night on Earth
1280,Raise the Red Lantern
1285,Heathers
1289,Koyaanisqatsi
1293,Gandhi
1299,The Killing Fields
1354,Breaking the Waves
1357,Shine
1358,Sling Blade
1394,Raising Arizona
1449,Waiting for Guffman
1517,Austin Powers: International Man of Mystery
1537,Shall We Dance?
1545,Ponette
1584,Contact
1587,Conan the Barbarian
1610,The Hunt for Red October
1625,The Game
1635,The Ice Storm
1639,Chasing Amy
1641,The Full Monty
1643,Mrs Brown
1648,The House of Yes
1658,A Life Less Ordinary
1672,The Rainmaker
1673,Boogie Nights
1674,Witness
1678,The Joy Luck Club
1683,The Wings of the Dove
1684,Mrs. Dalloway
1701,Deconstructing Harry
1704,Good Will Hunting
1719,The Sweet Hereafter
1730,Kundun
1784,As Good as It Gets
1794,Love and Death on Long Island
1799,Suicide Kings
1834,The Spanish Prisoner
1836,The Last Days of Disco
1883,Bulworth
1892,A Perfect Murder
1914,Smoke Signals
1952,Midnight Cowboy
1954,Rocky
1957,Chariots of Fire
1960,The Last Emperor
1961,Rain Man
1962,Driving Miss Daisy
2020,Dangerous Liaisons
2064,Roger & Me
2081,The Little Mermaid
2095,The Shaggy D.A.
2108,L.A. Story
2136,The Nutty Professor
2144,Sixteen Candles
2150,The Gods Must Be Crazy
2160,Rosemary's Baby
2174,Beetlejuice
2194,The Untouchables
2243,Broadcast News
2248,Say Anything...
2252,Hero
2263,The Seventh Sign
2266,The Butcher's Wife
2268,A Few Good Men
2291,Edward Scissorhands
2294,Antz
2302,My Cousin Vinny
2312,Children of a Lesser God
2331,Living Out Loud
2333,Gods and Monsters
2348,Sid & Nancy
2363,Godzilla
2391,A Simple Plan
2394,The Prince of Egypt
2419,Extremities
2431,Patch Adams
2520,Airport
2542,"Lock, Stock and Two Smoking Barrels"
2572,10 Things I Hate About You
2580,Go
2657,The Rocky Horror Picture Show
2702,Summer of Sam
2739,The Color Purple
2791,Airplane!
2797,Big
2840,Stigmata
2841,Stir of Echoes
2871,Deliverance
2916,Total Recall
2997,Being John Malkovich
3052,Dogma
3077,42 Up
3100,A River Runs Through It
4424,The Garden of the Finzi-Continis
2116,The Lord of the Rings
3258,Death Becomes Her
3444,Bloodsport
6957,Bad Santa
33004,The Hitchhiker's Guide to the Galaxy
43560,Nanny McPhee
58047,"Definitely, Maybe"
168252,Logan
6,Heat
107,Muppet Treasure Island
135,Down Periscope
362,The Jungle Book
531,The Secret Garden
599,The Wild Bunch
733,The Rock
745,A Close Shave
838,Emma
1093,The Doors
1200,Aliens
1209,Once Upon a Time in the West
1220,The Blues Brothers
1223,A Grand Day Out
1249,La Femme Nikita
1261,Evil Dead II
1272,Patton
1278,Young Frankenstein
1303,The Man Who Would Be King
1321,An American Werewolf in London
1378,Young Guns
1387,Jaws
1396,Sneakers
1408,The Last of the Mohicans
1580,Men in Black
1831,Lost in Space
1884,Fear and Loathing in Las Vegas
1953,The French Connection
2072,The 'Burbs
2401,Pale Rider
2502,Office Space
2529,Planet of the Apes
2728,Spartacus
2944,The Dirty Dozen
2947,Goldfinger
2951,A Fistful of Dollars
3030,Yojimbo
3037,Little Big Man
3066,Tora! Tora! Tora!
3112,"'night, Mother"
3252,Scent of a Woman
3265,Hard Boiled
3267,El Mariachi
3275,The Boondock Saints
3361,Bull Durham
3362,Dog Day Afternoon
3384,The Taking of Pelham One Two Three
3481,High Fidelity
3504,Network
3507,The Odd Couple
3508,The Outlaw Josey Wales
3654,The Guns of Navarone
3681,For a Few Dollars More
3703,Mad Max 2: The Road Warrior
3836,Kelly's Heroes
4011,Snatch
4262,Scarface
4327,The Magnificent Seven
4855,Dirty Harry
5010,Black Hawk Down
5060,M*A*S*H
5782,The Professional
5899,Zulu
5903,Equilibrium
6016,City of God
6448,The Flight of the Phoenix
6502,28 Days Later
6711,Lost in Translation
6807,The Meaning of Life
6808,Where Eagles Dare
6874,Kill Bill: Vol. 1
6893,The Italian Job
6947,Master and Commander: The Far Side of the World
7022,Battle Royale
7076,Bullitt
7090,Hero
7143,The Last Samurai
7438,Kill Bill: Vol. 2
7445,Man on Fire
7802,The Warriors
7980,A Bridge Too Far
8132,Gladiator 1992
8169,Batteries not Included
8798,Collateral
8874,Shaun of the Dead
8949,Sideways
26172,Point Blank
26614,The Bourne Identity
27728,Ghost in the Shell 2: Innocence
27831,Layer Cake
27869,Tae Guk Gi: The Brotherhood of War
31878,Kung Fu Hustle
32587,Sin City
34405,Serenity
36529,Lord of War
37731,Green Street Hooligans
37733,A History of Violence
38038,The Curse of the Were-Rabbit
38061,Kiss Kiss Bang Bang
39381,The Proposition
41997,Munich
44191,V for Vendetta
44195,Thank You for Smoking
45517,Cars
46578,Little Miss Sunshine
46976,Stranger Than Fiction
51662,300
54995,Planet Terror
59784,Kung Fu Panda
60684,Watchmen
62849,RockNRolla
65596,Mesrine: Killer Instinct
66297,Futurama: Into the Wild Green Yonder
68157,Inglourious Basterds
69481,The Hurt Locker
69524,Raiders of the Lost Ark - The Adaptation
69757,(500) Days of Summer
71535,Zombieland
72998,Avatar
76251,Kick-Ass
79702,Scott Pilgrim vs. the World
81229,RED
81564,Megamind
85354,Mesrine: Public Enemy #1
86142,13 Assassins
87232,X-Men: First Class
89774,Warrior
90600,Headhunters
93510,21 Jump Street
93838,The Raid
95167,Brave
111,Taxi Driver
316,Stargate
924,2001: A Space Odyssey
1129,Escape from New York
1222,Full Metal Jacket
1241,Braindead
1255,Bad Taste
1288,This Is Spinal Tap
1320,Alien³
1690,Alien: Resurrection
1982,Halloween
2105,Tron
2288,The Thing
2329,American History X
2455,The Fly
2528,Logan's Run
2662,The War of the Worlds
3018,Re-Animator
3033,Spaceballs
3300,Pitch Black
3698,The Running Man
3702,Mad Max
3704,Mad Max Beyond Thunderdome
3917,Hellraiser
4239,Blow
4553,They Live
4975,Vanilla Sky
5254,Blade II
5853,Scanners
6537,Terminator 3: Rise of the Machines
6731,Day of the Dead
7202,Beyond Re-Animator
7387,Dawn of the Dead
7984,From Beyond
8464,Super Size Me
8501,The Hitcher
8622,Fahrenheit 9/11
8644,"I, Robot"
8861,Resident Evil: Apocalypse
8985,Blade: Trinity
26558,The Stuff
27846,The Corporation
31658,Howl's Moving Castle
34292,Hardware
37386,Æon Flux
42738,Underworld: Evolution
54881,The King of Kong
62733,Quarantine
65982,Outlander
68205,Crank: High Voltage
68237,Moon
68791,Terminator Salvation
70286,District 9
71135,Pandorum
71282,"Food, Inc."
72129,Saw VI
73268,Daybreakers
75985,Repo Men
78499,Toy Story 3
79057,Predators
79592,The Other Guys
80862,Catfish
82461,TRON: Legacy
84772,Paul
84954,The Adjustment Bureau
85414,Source Code
89470,Contagion
90345,The Thing
93563,Lockout
94777,Men in Black 3
94864,Prometheus
95875,Total Recall
96737,Dredd
98122,Indie Game: The Movie
101864,Oblivion
102070,Grabbers
103042,Man of Steel
103228,Pacific Rim
103249,World War Z
103253,Elysium
108945,RoboCop
110102,Captain America: The Winter Soldier
111235,Jodorowsky's Dune
111362,X-Men: Days of Future Past
111759,Edge of Tomorrow
112623,Dawn of the Planet of the Apes
112852,Guardians of the Galaxy
114180,The Maze Runner
115713,Ex Machina
119145,Kingsman: The Secret Service
120466,Chappie
122892,Avengers: Age of Ultron
134130,The Martian
135567,Independence Day: Resurgence
135569,Star Trek Beyond
597,Pretty Woman
1753,Half Baked
2109,The Jerk
3210,Fast Times at Ridgemont High
3987,Bounce
4020,The Gift
4023,The Family Man
4143,Valentine
4149,Saving Silverman
4155,Sweet November
4159,3000 Miles to Graceland
4161,The Mexican
4228,Heartbreakers
4247,Joe Dirt
4265,Driven
4270,The Mummy Returns
4310,Pearl Harbor
4718,American Pie 2
4745,O
81,Things to Do in Denver When You're Dead
1295,The Unbearable Lightness of Being
327,Tank Girl
481,Kalifornia
880,The Island of Dr. Moreau
1125,The Return of the Pink Panther
1175,Delicatessen
1298,Pink Floyd: The Wall
1411,Hamlet
2371,Fletch
2378,Police Academy
2948,From Russia with Love
39,Clueless
161,Crimson Tide
216,Billy Madison
345,"The Adventures of Priscilla, Queen of the Desert"
367,The Mask
370,The Naked Gun 33⅓: The Final Insult
410,Addams Family Values
551,The Nightmare Before Christmas
741,Ghost in the Shell
911,Charade
915,Sabrina
919,The Wizard of Oz
920,Gone with the Wind
936,Ninotchka
946,To Be or Not to Be
1025,The Sword in the Stone
1028,Mary Poppins
1031,Bedknobs and Broomsticks
1485,Liar Liar
1566,Hercules
1588,George of the Jungle
1688,Anastasia
1907,Mulan
2010,Metropolis
2078,The Jungle Book
2087,Peter Pan
2089,The Rescuers Down Under
2124,The Addams Family
2141,An American Tail
2325,Orgazmo
2617,The Mummy
2687,Tarzan
2700,"South Park: Bigger, Longer & Uncut"
2701,Wild Wild West
2746,Little Shop of Horrors
2843,"Black Cat, White Cat"
3000,Princess Mononoke
3034,Robin Hood
3159,Fantasia 2000
3176,The Talented Mr. Ripley
3462,Modern Times
3869,The Naked Gun 2½: The Smell of Fear
4016,The Emperor's New Groove
4223,Enemy at the Gates
4728,Rat Race
4754,The Wicker Man
5218,Ice Age
5481,Austin Powers in Goldmember
5971,My Neighbor Totoro
6283,Cowboy Bebop: The Movie
6440,Barton Fink
6579,"One, Two, Three"
6584,"What's Up, Tiger Lily?"
6662,The Pink Panther
6993,Hannah and Her Sisters
7034,Show Me Love
7323,"Good bye, Lenin!"
7367,The Ladykillers
7373,Hellboy
7762,Tinker Tailor Soldier Spy
8360,Shrek 2
26491,To Be or Not to Be
27800,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
33493,Star Wars: Episode III - Revenge of the Sith
33615,Madagascar
34048,War of the Worlds
46530,Superman Returns
48059,A Boy Named Charlie Brown
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
52885,Paprika
53121,Shrek the Third
53894,Sicko
55442,Persepolis
60950,Vicky Cristina Barcelona
61236,Waltz with Bashir
63113,Quantum of Solace
64620,Frost/Nixon
64839,The Wrestler
65261,Ponyo
66934,Dr. Horrible's Sing-Along Blog
67997,In the Loop
69604,Whatever Works
71464,A Serious Man
72011,Up in the Air
72226,Fantastic Mr. Fox
74789,Alice in Wonderland
80834,Sintel
81845,The King's Speech
81847,Tangled
82459,True Grit
83349,The Green Hornet
84944,Rango
86882,Midnight in Paris
89302,Page Eight
89753,Tinker Tailor Soldier Spy
89804,The Ides of March
90746,The Adventures of Tintin
90866,Hugo
91077,The Descendants
91622,Young Adult
94677,The Dictator
94959,Moonrise Kingdom
95311,Presto
95654,Geri's Game
96079,Skyfall
96588,Pitch Perfect
97913,Wreck-It Ralph
104283,The Wind Rises
106696,Frozen
109374,The Grand Budapest Hotel
111364,Godzilla
111587,Turks & Caicos
111589,Salting the Battlefield
112290,Boyhood
113315,Zero Motivation
113345,Jupiter Ascending
113741,Coherence
117529,Jurassic World
117861,Black or White
118696,The Hobbit: The Battle of the Five Armies
122886,Star Wars: The Force Awakens
122900,Ant-Man
122920,Captain America: Civil War
128360,The Hateful Eight
128520,The Wedding Ringer
129659,"McFarland, USA"
129779,Ghost in the Shell Arise - Border 1: Ghost Pain
130073,Cinderella
133653,Roald Dahl's Esio Trot
135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man
136020,Spectre
139859,Ghost in the Shell Arise - Border 2: Ghost Whispers
139861,Ghost in the Shell Arise - Border 3: Ghost Tears
139863,Ghost in the Shell Arise - Border 4: Ghost Stands Alone
141858,"OMG, I'm a Robot!"
148855,Ghost in the Shell: The New Movie
152081,Zootopia
155064,The Neon Demon
166528,Rogue One: A Star Wars Story
168434,In Between
168612,Ghost in the Shell
519,RoboCop 3
2006,The Mask of Zorro
2380,Police Academy 3: Back in Training
2402,Rambo: First Blood Part II
2533,Escape from the Planet of the Apes
2826,The 13th Warrior
3006,The Insider
6383,2 Fast 2 Furious
31696,Constantine
33166,Crash
60609,Death Note
62374,Body of Lies
63033,Blindness
65088,Bedtime Stories
66156,The Escapist
67197,Knowing
67799,The Butterfly Effect 3: Revelations
67867,Dragonball Evolution
67923,Fast & Furious
68135,17 Again
68319,X-Men Origins: Wolverine
48,Pocahontas
163,Desperado
172,Johnny Mnemonic
282,Nell
466,Hot Shots! Part Deux
543,So I Married an Axe Murderer
552,The Three Musketeers
1380,Grease
2406,Romancing the Stone
2890,Three Kings
3897,Almost Famous
1104,A Streetcar Named Desire
1956,Ordinary People
2993,Thunderball
3334,Key Largo
2,Jumanji
21,Get Shorty
26,Othello
45,To Die For
52,Mighty Aphrodite
57,Home for the Holidays
62,Mr. Holland's Opus
86,White Squall
101,Bottle Rocket
104,Happy Gilmore
112,Rumble in the Bronx
164,Devil in a Blue Dress
233,Exotica
261,Little Women
265,Like Water for Chocolate
266,Legends of the Fall
299,Priest
300,Quiz Show
317,The Santa Clause
319,Shallow Grave
352,Crooklyn
372,Reality Bites
383,Wyatt Earp
388,"Boys Life: Three Stories of Love, Lust, and Liberation"
412,The Age of Innocence
416,Bad Girls
417,Barcelona
428,A Bronx Tale
431,Carlito's Way
440,Dave
443,The Endless Summer 2
448,Fearless
454,The Firm
471,The Hudsucker Proxy
482,Killing Zoe
507,A Perfect World
508,Philadelphia
524,Rudy
550,Threesome
562,Welcome to the Dollhouse
574,Spanking the Monkey
587,Ghost
